File_name,Folder_name,File_path
2253.jpg,dew,./dataset/dew/2253.jpg
2254.jpg,dew,./dataset/dew/2254.jpg
2255.jpg,dew,./dataset/dew/2255.jpg
2256.jpg,dew,./dataset/dew/2256.jpg
2257.jpg,dew,./dataset/dew/2257.jpg
2258.jpg,dew,./dataset/dew/2258.jpg
2259.jpg,dew,./dataset/dew/2259.jpg
2260.jpg,dew,./dataset/dew/2260.jpg
2261.jpg,dew,./dataset/dew/2261.jpg
2262.jpg,dew,./dataset/dew/2262.jpg
2263.jpg,dew,./dataset/dew/2263.jpg
2264.jpg,dew,./dataset/dew/2264.jpg
2265.jpg,dew,./dataset/dew/2265.jpg
2266.jpg,dew,./dataset/dew/2266.jpg
2267.jpg,dew,./dataset/dew/2267.jpg
2268.jpg,dew,./dataset/dew/2268.jpg
2269.jpg,dew,./dataset/dew/2269.jpg
2270.jpg,dew,./dataset/dew/2270.jpg
2271.jpg,dew,./dataset/dew/2271.jpg
2272.jpg,dew,./dataset/dew/2272.jpg
2273.jpg,dew,./dataset/dew/2273.jpg
2274.jpg,dew,./dataset/dew/2274.jpg
2275.jpg,dew,./dataset/dew/2275.jpg
2276.jpg,dew,./dataset/dew/2276.jpg
2277.jpg,dew,./dataset/dew/2277.jpg
2278.jpg,dew,./dataset/dew/2278.jpg
2279.jpg,dew,./dataset/dew/2279.jpg
2280.jpg,dew,./dataset/dew/2280.jpg
2281.jpg,dew,./dataset/dew/2281.jpg
2282.jpg,dew,./dataset/dew/2282.jpg
2283.jpg,dew,./dataset/dew/2283.jpg
2284.jpg,dew,./dataset/dew/2284.jpg
2285.jpg,dew,./dataset/dew/2285.jpg
2286.jpg,dew,./dataset/dew/2286.jpg
2287.jpg,dew,./dataset/dew/2287.jpg
2288.jpg,dew,./dataset/dew/2288.jpg
2289.jpg,dew,./dataset/dew/2289.jpg
2290.jpg,dew,./dataset/dew/2290.jpg
2291.jpg,dew,./dataset/dew/2291.jpg
2292.jpg,dew,./dataset/dew/2292.jpg
2293.jpg,dew,./dataset/dew/2293.jpg
2294.jpg,dew,./dataset/dew/2294.jpg
2295.jpg,dew,./dataset/dew/2295.jpg
2296.jpg,dew,./dataset/dew/2296.jpg
2297.jpg,dew,./dataset/dew/2297.jpg
2298.jpg,dew,./dataset/dew/2298.jpg
2299.jpg,dew,./dataset/dew/2299.jpg
2300.jpg,dew,./dataset/dew/2300.jpg
2301.jpg,dew,./dataset/dew/2301.jpg
2302.jpg,dew,./dataset/dew/2302.jpg
2303.jpg,dew,./dataset/dew/2303.jpg
2304.jpg,dew,./dataset/dew/2304.jpg
2305.jpg,dew,./dataset/dew/2305.jpg
2306.jpg,dew,./dataset/dew/2306.jpg
2307.jpg,dew,./dataset/dew/2307.jpg
2308.jpg,dew,./dataset/dew/2308.jpg
2309.jpg,dew,./dataset/dew/2309.jpg
2310.jpg,dew,./dataset/dew/2310.jpg
2311.jpg,dew,./dataset/dew/2311.jpg
2312.jpg,dew,./dataset/dew/2312.jpg
2313.jpg,dew,./dataset/dew/2313.jpg
2314.jpg,dew,./dataset/dew/2314.jpg
2315.jpg,dew,./dataset/dew/2315.jpg
2316.jpg,dew,./dataset/dew/2316.jpg
2317.jpg,dew,./dataset/dew/2317.jpg
2318.jpg,dew,./dataset/dew/2318.jpg
2319.jpg,dew,./dataset/dew/2319.jpg
2320.jpg,dew,./dataset/dew/2320.jpg
2321.jpg,dew,./dataset/dew/2321.jpg
2322.jpg,dew,./dataset/dew/2322.jpg
2323.jpg,dew,./dataset/dew/2323.jpg
2324.jpg,dew,./dataset/dew/2324.jpg
2325.jpg,dew,./dataset/dew/2325.jpg
2326.jpg,dew,./dataset/dew/2326.jpg
2327.jpg,dew,./dataset/dew/2327.jpg
2328.jpg,dew,./dataset/dew/2328.jpg
2329.jpg,dew,./dataset/dew/2329.jpg
2330.jpg,dew,./dataset/dew/2330.jpg
2331.jpg,dew,./dataset/dew/2331.jpg
2332.jpg,dew,./dataset/dew/2332.jpg
2333.jpg,dew,./dataset/dew/2333.jpg
2334.jpg,dew,./dataset/dew/2334.jpg
2335.jpg,dew,./dataset/dew/2335.jpg
2336.jpg,dew,./dataset/dew/2336.jpg
2337.jpg,dew,./dataset/dew/2337.jpg
2338.jpg,dew,./dataset/dew/2338.jpg
2339.jpg,dew,./dataset/dew/2339.jpg
2340.jpg,dew,./dataset/dew/2340.jpg
2341.jpg,dew,./dataset/dew/2341.jpg
2342.jpg,dew,./dataset/dew/2342.jpg
2343.jpg,dew,./dataset/dew/2343.jpg
2344.jpg,dew,./dataset/dew/2344.jpg
2345.jpg,dew,./dataset/dew/2345.jpg
2346.jpg,dew,./dataset/dew/2346.jpg
2347.jpg,dew,./dataset/dew/2347.jpg
2348.jpg,dew,./dataset/dew/2348.jpg
2349.jpg,dew,./dataset/dew/2349.jpg
2350.jpg,dew,./dataset/dew/2350.jpg
2351.jpg,dew,./dataset/dew/2351.jpg
2352.jpg,dew,./dataset/dew/2352.jpg
2353.jpg,dew,./dataset/dew/2353.jpg
2354.jpg,dew,./dataset/dew/2354.jpg
2355.jpg,dew,./dataset/dew/2355.jpg
2356.jpg,dew,./dataset/dew/2356.jpg
2357.jpg,dew,./dataset/dew/2357.jpg
2358.jpg,dew,./dataset/dew/2358.jpg
2359.jpg,dew,./dataset/dew/2359.jpg
2360.jpg,dew,./dataset/dew/2360.jpg
2361.jpg,dew,./dataset/dew/2361.jpg
2362.jpg,dew,./dataset/dew/2362.jpg
2363.jpg,dew,./dataset/dew/2363.jpg
2364.jpg,dew,./dataset/dew/2364.jpg
2365.jpg,dew,./dataset/dew/2365.jpg
2366.jpg,dew,./dataset/dew/2366.jpg
2367.jpg,dew,./dataset/dew/2367.jpg
2368.jpg,dew,./dataset/dew/2368.jpg
2369.jpg,dew,./dataset/dew/2369.jpg
2370.jpg,dew,./dataset/dew/2370.jpg
2371.jpg,dew,./dataset/dew/2371.jpg
2372.jpg,dew,./dataset/dew/2372.jpg
2373.jpg,dew,./dataset/dew/2373.jpg
2374.jpg,dew,./dataset/dew/2374.jpg
2375.jpg,dew,./dataset/dew/2375.jpg
2376.jpg,dew,./dataset/dew/2376.jpg
2377.jpg,dew,./dataset/dew/2377.jpg
2378.jpg,dew,./dataset/dew/2378.jpg
2379.jpg,dew,./dataset/dew/2379.jpg
2380.jpg,dew,./dataset/dew/2380.jpg
2381.jpg,dew,./dataset/dew/2381.jpg
2382.jpg,dew,./dataset/dew/2382.jpg
2383.jpg,dew,./dataset/dew/2383.jpg
2384.jpg,dew,./dataset/dew/2384.jpg
2385.jpg,dew,./dataset/dew/2385.jpg
2386.jpg,dew,./dataset/dew/2386.jpg
2387.jpg,dew,./dataset/dew/2387.jpg
2388.jpg,dew,./dataset/dew/2388.jpg
2389.jpg,dew,./dataset/dew/2389.jpg
2390.jpg,dew,./dataset/dew/2390.jpg
2391.jpg,dew,./dataset/dew/2391.jpg
2392.jpg,dew,./dataset/dew/2392.jpg
2393.jpg,dew,./dataset/dew/2393.jpg
2394.jpg,dew,./dataset/dew/2394.jpg
2395.jpg,dew,./dataset/dew/2395.jpg
2396.jpg,dew,./dataset/dew/2396.jpg
2397.jpg,dew,./dataset/dew/2397.jpg
2398.jpg,dew,./dataset/dew/2398.jpg
2399.jpg,dew,./dataset/dew/2399.jpg
2400.jpg,dew,./dataset/dew/2400.jpg
2401.jpg,dew,./dataset/dew/2401.jpg
2402.jpg,dew,./dataset/dew/2402.jpg
2403.jpg,dew,./dataset/dew/2403.jpg
2404.jpg,dew,./dataset/dew/2404.jpg
2405.jpg,dew,./dataset/dew/2405.jpg
2406.jpg,dew,./dataset/dew/2406.jpg
2407.jpg,dew,./dataset/dew/2407.jpg
2408.jpg,dew,./dataset/dew/2408.jpg
2409.jpg,dew,./dataset/dew/2409.jpg
2410.jpg,dew,./dataset/dew/2410.jpg
2411.jpg,dew,./dataset/dew/2411.jpg
2412.jpg,dew,./dataset/dew/2412.jpg
2413.jpg,dew,./dataset/dew/2413.jpg
2414.jpg,dew,./dataset/dew/2414.jpg
2415.jpg,dew,./dataset/dew/2415.jpg
2416.jpg,dew,./dataset/dew/2416.jpg
2417.jpg,dew,./dataset/dew/2417.jpg
2418.jpg,dew,./dataset/dew/2418.jpg
2419.jpg,dew,./dataset/dew/2419.jpg
2420.jpg,dew,./dataset/dew/2420.jpg
2421.jpg,dew,./dataset/dew/2421.jpg
2422.jpg,dew,./dataset/dew/2422.jpg
2423.jpg,dew,./dataset/dew/2423.jpg
2424.jpg,dew,./dataset/dew/2424.jpg
2425.jpg,dew,./dataset/dew/2425.jpg
2426.jpg,dew,./dataset/dew/2426.jpg
2427.jpg,dew,./dataset/dew/2427.jpg
2428.jpg,dew,./dataset/dew/2428.jpg
2429.jpg,dew,./dataset/dew/2429.jpg
2430.jpg,dew,./dataset/dew/2430.jpg
2431.jpg,dew,./dataset/dew/2431.jpg
2432.jpg,dew,./dataset/dew/2432.jpg
2433.jpg,dew,./dataset/dew/2433.jpg
2434.jpg,dew,./dataset/dew/2434.jpg
2435.jpg,dew,./dataset/dew/2435.jpg
2436.jpg,dew,./dataset/dew/2436.jpg
2437.jpg,dew,./dataset/dew/2437.jpg
2438.jpg,dew,./dataset/dew/2438.jpg
2439.jpg,dew,./dataset/dew/2439.jpg
2440.jpg,dew,./dataset/dew/2440.jpg
2441.jpg,dew,./dataset/dew/2441.jpg
2442.jpg,dew,./dataset/dew/2442.jpg
2443.jpg,dew,./dataset/dew/2443.jpg
2444.jpg,dew,./dataset/dew/2444.jpg
2445.jpg,dew,./dataset/dew/2445.jpg
2446.jpg,dew,./dataset/dew/2446.jpg
2447.jpg,dew,./dataset/dew/2447.jpg
2448.jpg,dew,./dataset/dew/2448.jpg
2449.jpg,dew,./dataset/dew/2449.jpg
2450.jpg,dew,./dataset/dew/2450.jpg
2451.jpg,dew,./dataset/dew/2451.jpg
2452.jpg,dew,./dataset/dew/2452.jpg
2453.jpg,dew,./dataset/dew/2453.jpg
2454.jpg,dew,./dataset/dew/2454.jpg
2455.jpg,dew,./dataset/dew/2455.jpg
2456.jpg,dew,./dataset/dew/2456.jpg
2457.jpg,dew,./dataset/dew/2457.jpg
2458.jpg,dew,./dataset/dew/2458.jpg
2459.jpg,dew,./dataset/dew/2459.jpg
2460.jpg,dew,./dataset/dew/2460.jpg
2461.jpg,dew,./dataset/dew/2461.jpg
2462.jpg,dew,./dataset/dew/2462.jpg
2463.jpg,dew,./dataset/dew/2463.jpg
2464.jpg,dew,./dataset/dew/2464.jpg
2465.jpg,dew,./dataset/dew/2465.jpg
2466.jpg,dew,./dataset/dew/2466.jpg
2467.jpg,dew,./dataset/dew/2467.jpg
2468.jpg,dew,./dataset/dew/2468.jpg
2469.jpg,dew,./dataset/dew/2469.jpg
2470.jpg,dew,./dataset/dew/2470.jpg
2471.jpg,dew,./dataset/dew/2471.jpg
2472.jpg,dew,./dataset/dew/2472.jpg
2473.jpg,dew,./dataset/dew/2473.jpg
2474.jpg,dew,./dataset/dew/2474.jpg
2475.jpg,dew,./dataset/dew/2475.jpg
2476.jpg,dew,./dataset/dew/2476.jpg
2477.jpg,dew,./dataset/dew/2477.jpg
2478.jpg,dew,./dataset/dew/2478.jpg
2479.jpg,dew,./dataset/dew/2479.jpg
2480.jpg,dew,./dataset/dew/2480.jpg
2481.jpg,dew,./dataset/dew/2481.jpg
2482.jpg,dew,./dataset/dew/2482.jpg
2483.jpg,dew,./dataset/dew/2483.jpg
2484.jpg,dew,./dataset/dew/2484.jpg
2485.jpg,dew,./dataset/dew/2485.jpg
2486.jpg,dew,./dataset/dew/2486.jpg
2487.jpg,dew,./dataset/dew/2487.jpg
2488.jpg,dew,./dataset/dew/2488.jpg
2489.jpg,dew,./dataset/dew/2489.jpg
2490.jpg,dew,./dataset/dew/2490.jpg
2491.jpg,dew,./dataset/dew/2491.jpg
2492.jpg,dew,./dataset/dew/2492.jpg
2493.jpg,dew,./dataset/dew/2493.jpg
2494.jpg,dew,./dataset/dew/2494.jpg
2495.jpg,dew,./dataset/dew/2495.jpg
2496.jpg,dew,./dataset/dew/2496.jpg
2497.jpg,dew,./dataset/dew/2497.jpg
2498.jpg,dew,./dataset/dew/2498.jpg
2499.jpg,dew,./dataset/dew/2499.jpg
2500.jpg,dew,./dataset/dew/2500.jpg
2501.jpg,dew,./dataset/dew/2501.jpg
2502.jpg,dew,./dataset/dew/2502.jpg
2503.jpg,dew,./dataset/dew/2503.jpg
2504.jpg,dew,./dataset/dew/2504.jpg
2505.jpg,dew,./dataset/dew/2505.jpg
2506.jpg,dew,./dataset/dew/2506.jpg
2507.jpg,dew,./dataset/dew/2507.jpg
2508.jpg,dew,./dataset/dew/2508.jpg
2509.jpg,dew,./dataset/dew/2509.jpg
2510.jpg,dew,./dataset/dew/2510.jpg
2511.jpg,dew,./dataset/dew/2511.jpg
2512.jpg,dew,./dataset/dew/2512.jpg
2513.jpg,dew,./dataset/dew/2513.jpg
2514.jpg,dew,./dataset/dew/2514.jpg
2515.jpg,dew,./dataset/dew/2515.jpg
2516.jpg,dew,./dataset/dew/2516.jpg
2517.jpg,dew,./dataset/dew/2517.jpg
2518.jpg,dew,./dataset/dew/2518.jpg
2519.jpg,dew,./dataset/dew/2519.jpg
2520.jpg,dew,./dataset/dew/2520.jpg
2521.jpg,dew,./dataset/dew/2521.jpg
2522.jpg,dew,./dataset/dew/2522.jpg
2523.jpg,dew,./dataset/dew/2523.jpg
2524.jpg,dew,./dataset/dew/2524.jpg
2525.jpg,dew,./dataset/dew/2525.jpg
2526.jpg,dew,./dataset/dew/2526.jpg
2527.jpg,dew,./dataset/dew/2527.jpg
2528.jpg,dew,./dataset/dew/2528.jpg
2529.jpg,dew,./dataset/dew/2529.jpg
2530.jpg,dew,./dataset/dew/2530.jpg
2531.jpg,dew,./dataset/dew/2531.jpg
2532.jpg,dew,./dataset/dew/2532.jpg
2533.jpg,dew,./dataset/dew/2533.jpg
2534.jpg,dew,./dataset/dew/2534.jpg
2535.jpg,dew,./dataset/dew/2535.jpg
2536.jpg,dew,./dataset/dew/2536.jpg
2537.jpg,dew,./dataset/dew/2537.jpg
2538.jpg,dew,./dataset/dew/2538.jpg
2539.jpg,dew,./dataset/dew/2539.jpg
2540.jpg,dew,./dataset/dew/2540.jpg
2541.jpg,dew,./dataset/dew/2541.jpg
2542.jpg,dew,./dataset/dew/2542.jpg
2543.jpg,dew,./dataset/dew/2543.jpg
2544.jpg,dew,./dataset/dew/2544.jpg
2545.jpg,dew,./dataset/dew/2545.jpg
2546.jpg,dew,./dataset/dew/2546.jpg
2547.jpg,dew,./dataset/dew/2547.jpg
2548.jpg,dew,./dataset/dew/2548.jpg
2549.jpg,dew,./dataset/dew/2549.jpg
2550.jpg,dew,./dataset/dew/2550.jpg
2551.jpg,dew,./dataset/dew/2551.jpg
2552.jpg,dew,./dataset/dew/2552.jpg
2553.jpg,dew,./dataset/dew/2553.jpg
2554.jpg,dew,./dataset/dew/2554.jpg
2555.jpg,dew,./dataset/dew/2555.jpg
2556.jpg,dew,./dataset/dew/2556.jpg
2557.jpg,dew,./dataset/dew/2557.jpg
2558.jpg,dew,./dataset/dew/2558.jpg
2559.jpg,dew,./dataset/dew/2559.jpg
2560.jpg,dew,./dataset/dew/2560.jpg
2561.jpg,dew,./dataset/dew/2561.jpg
2562.jpg,dew,./dataset/dew/2562.jpg
2563.jpg,dew,./dataset/dew/2563.jpg
2564.jpg,dew,./dataset/dew/2564.jpg
2565.jpg,dew,./dataset/dew/2565.jpg
2566.jpg,dew,./dataset/dew/2566.jpg
2567.jpg,dew,./dataset/dew/2567.jpg
2568.jpg,dew,./dataset/dew/2568.jpg
2569.jpg,dew,./dataset/dew/2569.jpg
2570.jpg,dew,./dataset/dew/2570.jpg
2571.jpg,dew,./dataset/dew/2571.jpg
2572.jpg,dew,./dataset/dew/2572.jpg
2573.jpg,dew,./dataset/dew/2573.jpg
2574.jpg,dew,./dataset/dew/2574.jpg
2575.jpg,dew,./dataset/dew/2575.jpg
2576.jpg,dew,./dataset/dew/2576.jpg
2577.jpg,dew,./dataset/dew/2577.jpg
2578.jpg,dew,./dataset/dew/2578.jpg
2579.jpg,dew,./dataset/dew/2579.jpg
2580.jpg,dew,./dataset/dew/2580.jpg
2581.jpg,dew,./dataset/dew/2581.jpg
2582.jpg,dew,./dataset/dew/2582.jpg
2583.jpg,dew,./dataset/dew/2583.jpg
2584.jpg,dew,./dataset/dew/2584.jpg
2585.jpg,dew,./dataset/dew/2585.jpg
2586.jpg,dew,./dataset/dew/2586.jpg
2587.jpg,dew,./dataset/dew/2587.jpg
2588.jpg,dew,./dataset/dew/2588.jpg
2589.jpg,dew,./dataset/dew/2589.jpg
2590.jpg,dew,./dataset/dew/2590.jpg
2591.jpg,dew,./dataset/dew/2591.jpg
2592.jpg,dew,./dataset/dew/2592.jpg
2593.jpg,dew,./dataset/dew/2593.jpg
2594.jpg,dew,./dataset/dew/2594.jpg
2595.jpg,dew,./dataset/dew/2595.jpg
2596.jpg,dew,./dataset/dew/2596.jpg
2597.jpg,dew,./dataset/dew/2597.jpg
2598.jpg,dew,./dataset/dew/2598.jpg
2599.jpg,dew,./dataset/dew/2599.jpg
2600.jpg,dew,./dataset/dew/2600.jpg
2601.jpg,dew,./dataset/dew/2601.jpg
2602.jpg,dew,./dataset/dew/2602.jpg
2603.jpg,dew,./dataset/dew/2603.jpg
2604.jpg,dew,./dataset/dew/2604.jpg
2605.jpg,dew,./dataset/dew/2605.jpg
2606.jpg,dew,./dataset/dew/2606.jpg
2607.jpg,dew,./dataset/dew/2607.jpg
2608.jpg,dew,./dataset/dew/2608.jpg
2609.jpg,dew,./dataset/dew/2609.jpg
2610.jpg,dew,./dataset/dew/2610.jpg
2611.jpg,dew,./dataset/dew/2611.jpg
2612.jpg,dew,./dataset/dew/2612.jpg
2613.jpg,dew,./dataset/dew/2613.jpg
2614.jpg,dew,./dataset/dew/2614.jpg
2615.jpg,dew,./dataset/dew/2615.jpg
2616.jpg,dew,./dataset/dew/2616.jpg
2617.jpg,dew,./dataset/dew/2617.jpg
2618.jpg,dew,./dataset/dew/2618.jpg
2619.jpg,dew,./dataset/dew/2619.jpg
2620.jpg,dew,./dataset/dew/2620.jpg
2621.jpg,dew,./dataset/dew/2621.jpg
2622.jpg,dew,./dataset/dew/2622.jpg
2623.jpg,dew,./dataset/dew/2623.jpg
2624.jpg,dew,./dataset/dew/2624.jpg
2625.jpg,dew,./dataset/dew/2625.jpg
2626.jpg,dew,./dataset/dew/2626.jpg
2627.jpg,dew,./dataset/dew/2627.jpg
2628.jpg,dew,./dataset/dew/2628.jpg
2629.jpg,dew,./dataset/dew/2629.jpg
2630.jpg,dew,./dataset/dew/2630.jpg
2631.jpg,dew,./dataset/dew/2631.jpg
2632.jpg,dew,./dataset/dew/2632.jpg
2633.jpg,dew,./dataset/dew/2633.jpg
2634.jpg,dew,./dataset/dew/2634.jpg
2635.jpg,dew,./dataset/dew/2635.jpg
2636.jpg,dew,./dataset/dew/2636.jpg
2637.jpg,dew,./dataset/dew/2637.jpg
2638.jpg,dew,./dataset/dew/2638.jpg
2639.jpg,dew,./dataset/dew/2639.jpg
2640.jpg,dew,./dataset/dew/2640.jpg
2641.jpg,dew,./dataset/dew/2641.jpg
2642.jpg,dew,./dataset/dew/2642.jpg
2643.jpg,dew,./dataset/dew/2643.jpg
2644.jpg,dew,./dataset/dew/2644.jpg
2645.jpg,dew,./dataset/dew/2645.jpg
2646.jpg,dew,./dataset/dew/2646.jpg
2647.jpg,dew,./dataset/dew/2647.jpg
2648.jpg,dew,./dataset/dew/2648.jpg
2649.jpg,dew,./dataset/dew/2649.jpg
2650.jpg,dew,./dataset/dew/2650.jpg
2651.jpg,dew,./dataset/dew/2651.jpg
2652.jpg,dew,./dataset/dew/2652.jpg
2653.jpg,dew,./dataset/dew/2653.jpg
2654.jpg,dew,./dataset/dew/2654.jpg
2655.jpg,dew,./dataset/dew/2655.jpg
2656.jpg,dew,./dataset/dew/2656.jpg
2657.jpg,dew,./dataset/dew/2657.jpg
2658.jpg,dew,./dataset/dew/2658.jpg
2659.jpg,dew,./dataset/dew/2659.jpg
2660.jpg,dew,./dataset/dew/2660.jpg
2661.jpg,dew,./dataset/dew/2661.jpg
2662.jpg,dew,./dataset/dew/2662.jpg
2663.jpg,dew,./dataset/dew/2663.jpg
2664.jpg,dew,./dataset/dew/2664.jpg
2665.jpg,dew,./dataset/dew/2665.jpg
2666.jpg,dew,./dataset/dew/2666.jpg
2667.jpg,dew,./dataset/dew/2667.jpg
2668.jpg,dew,./dataset/dew/2668.jpg
2669.jpg,dew,./dataset/dew/2669.jpg
2670.jpg,dew,./dataset/dew/2670.jpg
2671.jpg,dew,./dataset/dew/2671.jpg
2672.jpg,dew,./dataset/dew/2672.jpg
2673.jpg,dew,./dataset/dew/2673.jpg
2674.jpg,dew,./dataset/dew/2674.jpg
2675.jpg,dew,./dataset/dew/2675.jpg
2676.jpg,dew,./dataset/dew/2676.jpg
2677.jpg,dew,./dataset/dew/2677.jpg
2678.jpg,dew,./dataset/dew/2678.jpg
2679.jpg,dew,./dataset/dew/2679.jpg
2680.jpg,dew,./dataset/dew/2680.jpg
2681.jpg,dew,./dataset/dew/2681.jpg
2682.jpg,dew,./dataset/dew/2682.jpg
2683.jpg,dew,./dataset/dew/2683.jpg
2684.jpg,dew,./dataset/dew/2684.jpg
2685.jpg,dew,./dataset/dew/2685.jpg
2686.jpg,dew,./dataset/dew/2686.jpg
2687.jpg,dew,./dataset/dew/2687.jpg
2688.jpg,dew,./dataset/dew/2688.jpg
2689.jpg,dew,./dataset/dew/2689.jpg
2690.jpg,dew,./dataset/dew/2690.jpg
2691.jpg,dew,./dataset/dew/2691.jpg
2692.jpg,dew,./dataset/dew/2692.jpg
2693.jpg,dew,./dataset/dew/2693.jpg
2694.jpg,dew,./dataset/dew/2694.jpg
2695.jpg,dew,./dataset/dew/2695.jpg
2696.jpg,dew,./dataset/dew/2696.jpg
2697.jpg,dew,./dataset/dew/2697.jpg
2698.jpg,dew,./dataset/dew/2698.jpg
2699.jpg,dew,./dataset/dew/2699.jpg
2700.jpg,dew,./dataset/dew/2700.jpg
2701.jpg,dew,./dataset/dew/2701.jpg
2702.jpg,dew,./dataset/dew/2702.jpg
2703.jpg,dew,./dataset/dew/2703.jpg
2704.jpg,dew,./dataset/dew/2704.jpg
2705.jpg,dew,./dataset/dew/2705.jpg
2706.jpg,dew,./dataset/dew/2706.jpg
2707.jpg,dew,./dataset/dew/2707.jpg
2708.jpg,dew,./dataset/dew/2708.jpg
2709.jpg,dew,./dataset/dew/2709.jpg
2710.jpg,dew,./dataset/dew/2710.jpg
2711.jpg,dew,./dataset/dew/2711.jpg
2712.jpg,dew,./dataset/dew/2712.jpg
2713.jpg,dew,./dataset/dew/2713.jpg
2714.jpg,dew,./dataset/dew/2714.jpg
2715.jpg,dew,./dataset/dew/2715.jpg
2716.jpg,dew,./dataset/dew/2716.jpg
2717.jpg,dew,./dataset/dew/2717.jpg
2718.jpg,dew,./dataset/dew/2718.jpg
2719.jpg,dew,./dataset/dew/2719.jpg
2720.jpg,dew,./dataset/dew/2720.jpg
2721.jpg,dew,./dataset/dew/2721.jpg
2722.jpg,dew,./dataset/dew/2722.jpg
2723.jpg,dew,./dataset/dew/2723.jpg
2724.jpg,dew,./dataset/dew/2724.jpg
2725.jpg,dew,./dataset/dew/2725.jpg
2726.jpg,dew,./dataset/dew/2726.jpg
2727.jpg,dew,./dataset/dew/2727.jpg
2728.jpg,dew,./dataset/dew/2728.jpg
2729.jpg,dew,./dataset/dew/2729.jpg
2730.jpg,dew,./dataset/dew/2730.jpg
2731.jpg,dew,./dataset/dew/2731.jpg
2732.jpg,dew,./dataset/dew/2732.jpg
2733.jpg,dew,./dataset/dew/2733.jpg
2734.jpg,dew,./dataset/dew/2734.jpg
2735.jpg,dew,./dataset/dew/2735.jpg
2736.jpg,dew,./dataset/dew/2736.jpg
2737.jpg,dew,./dataset/dew/2737.jpg
2738.jpg,dew,./dataset/dew/2738.jpg
2739.jpg,dew,./dataset/dew/2739.jpg
2740.jpg,dew,./dataset/dew/2740.jpg
2741.jpg,dew,./dataset/dew/2741.jpg
2742.jpg,dew,./dataset/dew/2742.jpg
2743.jpg,dew,./dataset/dew/2743.jpg
2744.jpg,dew,./dataset/dew/2744.jpg
2745.jpg,dew,./dataset/dew/2745.jpg
2746.jpg,dew,./dataset/dew/2746.jpg
2747.jpg,dew,./dataset/dew/2747.jpg
2748.jpg,dew,./dataset/dew/2748.jpg
2749.jpg,dew,./dataset/dew/2749.jpg
2750.jpg,dew,./dataset/dew/2750.jpg
2751.jpg,dew,./dataset/dew/2751.jpg
2752.jpg,dew,./dataset/dew/2752.jpg
2753.jpg,dew,./dataset/dew/2753.jpg
2754.jpg,dew,./dataset/dew/2754.jpg
2755.jpg,dew,./dataset/dew/2755.jpg
2756.jpg,dew,./dataset/dew/2756.jpg
2757.jpg,dew,./dataset/dew/2757.jpg
2758.jpg,dew,./dataset/dew/2758.jpg
2759.jpg,dew,./dataset/dew/2759.jpg
2760.jpg,dew,./dataset/dew/2760.jpg
2761.jpg,dew,./dataset/dew/2761.jpg
2762.jpg,dew,./dataset/dew/2762.jpg
2763.jpg,dew,./dataset/dew/2763.jpg
2764.jpg,dew,./dataset/dew/2764.jpg
2765.jpg,dew,./dataset/dew/2765.jpg
